label,address,file,line,source_label,source_repo
SNES.RemainderResultHigh,$00:4217,Core/hardware.asm,153,SNES.RemainderResultHigh,oracle-of-secrets
SNES.JoyPad1DataLow,$00:4218,Core/hardware.asm,155,SNES.JoyPad1DataLow,oracle-of-secrets
SNES.JoyPad2DataLow,$00:421A,Core/hardware.asm,156,SNES.JoyPad2DataLow,oracle-of-secrets
SNES.JoyPad3DataLow,$00:421C,Core/hardware.asm,157,SNES.JoyPad3DataLow,oracle-of-secrets
SNES.JoyPad4DataLow,$00:421E,Core/hardware.asm,158,SNES.JoyPad4DataLow,oracle-of-secrets
SNES.JoyPad1DataHigh,$00:4219,Core/hardware.asm,159,SNES.JoyPad1DataHigh,oracle-of-secrets
SNES.JoyPad2DataHigh,$00:421B,Core/hardware.asm,160,SNES.JoyPad2DataHigh,oracle-of-secrets
SNES.JoyPad3DataHigh,$00:421D,Core/hardware.asm,161,SNES.JoyPad3DataHigh,oracle-of-secrets
SNES.JoyPad4DataHigh,$00:421F,Core/hardware.asm,162,SNES.JoyPad4DataHigh,oracle-of-secrets
DMA,$7E:4300,Core/hardware.asm,166,DMA,oracle-of-secrets
Oracle_MessageExpand,$2F:8000,Core/message.asm,28,MessageExpand,oracle-of-secrets
Oracle_MessageExpandedData,$2F:8026,Core/message.asm,42,MessageExpandedData,oracle-of-secrets
Oracle_Message_18D,$2F:8026,Core/message.asm,43,Message_18D,oracle-of-secrets
Oracle_Message_18E,$2F:80CC,Core/message.asm,45,Message_18E,oracle-of-secrets
Oracle_Message_18F,$2F:8126,Core/message.asm,47,Message_18F,oracle-of-secrets
Oracle_Message_190,$2F:8191,Core/message.asm,49,Message_190,oracle-of-secrets
Oracle_Message_191,$2F:81E9,Core/message.asm,51,Message_191,oracle-of-secrets
Oracle_Message_192,$2F:82D0,Core/message.asm,53,Message_192,oracle-of-secrets
Oracle_Message_193,$2F:8377,Core/message.asm,55,Message_193,oracle-of-secrets
Oracle_Message_194,$2F:841C,Core/message.asm,57,Message_194,oracle-of-secrets
Oracle_Message_195,$2F:84DD,Core/message.asm,59,Message_195,oracle-of-secrets
Oracle_Message_196,$2F:85C2,Core/message.asm,61,Message_196,oracle-of-secrets
Oracle_Message_197,$2F:868A,Core/message.asm,63,Message_197,oracle-of-secrets
Oracle_Message_198,$2F:8723,Core/message.asm,65,Message_198,oracle-of-secrets
Oracle_Message_199,$2F:87A7,Core/message.asm,67,Message_199,oracle-of-secrets
Oracle_Message_19A,$2F:8832,Core/message.asm,69,Message_19A,oracle-of-secrets
Oracle_Message_19B,$2F:88DE,Core/message.asm,71,Message_19B,oracle-of-secrets
Oracle_Message_19C,$2F:8977,Core/message.asm,73,Message_19C,oracle-of-secrets
Oracle_Message_19D,$2F:8A14,Core/message.asm,75,Message_19D,oracle-of-secrets
Oracle_Message_19E,$2F:8ACB,Core/message.asm,77,Message_19E,oracle-of-secrets
Oracle_Message_19F,$2F:8B72,Core/message.asm,79,Message_19F,oracle-of-secrets
Oracle_Message_1A0,$2F:8C2E,Core/message.asm,81,Message_1A0,oracle-of-secrets
Oracle_Message_1A1,$2F:8CCA,Core/message.asm,83,Message_1A1,oracle-of-secrets
Oracle_Message_1A2,$2F:8D27,Core/message.asm,85,Message_1A2,oracle-of-secrets
Oracle_Message_1A3,$2F:8D83,Core/message.asm,87,Message_1A3,oracle-of-secrets
Oracle_Message_1A4,$2F:8DC3,Core/message.asm,89,Message_1A4,oracle-of-secrets
Oracle_Message_1A5,$2F:8E4B,Core/message.asm,91,Message_1A5,oracle-of-secrets
Oracle_Message_1A6,$2F:8F07,Core/message.asm,93,Message_1A6,oracle-of-secrets
Oracle_Message_1A7,$2F:8F9B,Core/message.asm,95,Message_1A7,oracle-of-secrets
Oracle_Message_1A8,$2F:9045,Core/message.asm,97,Message_1A8,oracle-of-secrets
Oracle_Message_1A9,$2F:90BA,Core/message.asm,99,Message_1A9,oracle-of-secrets
Oracle_Message_1AA,$2F:9160,Core/message.asm,101,Message_1AA,oracle-of-secrets
Oracle_Message_1AB,$2F:924B,Core/message.asm,103,Message_1AB,oracle-of-secrets
Oracle_Message_1AC,$2F:9328,Core/message.asm,105,Message_1AC,oracle-of-secrets
Oracle_Message_1AD,$2F:93FD,Core/message.asm,107,Message_1AD,oracle-of-secrets
Oracle_Message_1AE,$2F:94FD,Core/message.asm,109,Message_1AE,oracle-of-secrets
Oracle_Message_1AF,$2F:95C4,Core/message.asm,111,Message_1AF,oracle-of-secrets
Oracle_Message_1B0,$2F:9714,Core/message.asm,113,Message_1B0,oracle-of-secrets
Oracle_Message_1B1,$2F:97C9,Core/message.asm,115,Message_1B1,oracle-of-secrets
Oracle_Message_1B2,$2F:988E,Core/message.asm,117,Message_1B2,oracle-of-secrets
Oracle_Message_1B3,$2F:9931,Core/message.asm,119,Message_1B3,oracle-of-secrets
Oracle_Message_1B4,$2F:9A3A,Core/message.asm,121,Message_1B4,oracle-of-secrets
Oracle_Message_1B5,$2F:9B18,Core/message.asm,123,Message_1B5,oracle-of-secrets
Oracle_Message_1B6,$2F:9BE6,Core/message.asm,125,Message_1B6,oracle-of-secrets
Oracle_Message_1B7,$2F:9C5D,Core/message.asm,127,Message_1B7,oracle-of-secrets
Oracle_Message_1B8,$2F:9CEA,Core/message.asm,129,Message_1B8,oracle-of-secrets
Oracle_Message_1B9,$2F:9E91,Core/message.asm,131,Message_1B9,oracle-of-secrets
Oracle_Message_1BA,$2F:9F4F,Core/message.asm,133,Message_1BA,oracle-of-secrets
Oracle_Message_1BB,$2F:A007,Core/message.asm,135,Message_1BB,oracle-of-secrets
Oracle_Message_1BC,$2F:A0B9,Core/message.asm,143,Message_1BC,oracle-of-secrets
Oracle_Message_1BD,$2F:A0BD,Core/message.asm,145,Message_1BD,oracle-of-secrets
Oracle_Message_1BE,$2F:A0C1,Core/message.asm,147,Message_1BE,oracle-of-secrets
Oracle_Message_1BF,$2F:A0C5,Core/message.asm,149,Message_1BF,oracle-of-secrets
Oracle_Message_1C0,$2F:A0C9,Core/message.asm,151,Message_1C0,oracle-of-secrets
Oracle_Message_1C1,$2F:A0CD,Core/message.asm,153,Message_1C1,oracle-of-secrets
Oracle_Message_1C2,$2F:A0D1,Core/message.asm,155,Message_1C2,oracle-of-secrets
Oracle_Message_1C3,$2F:A0D5,Core/message.asm,157,Message_1C3,oracle-of-secrets
Oracle_Message_1C4,$2F:A0D9,Core/message.asm,159,Message_1C4,oracle-of-secrets
Oracle_Message_1C5,$2F:A0DD,Core/message.asm,175,Message_1C5,oracle-of-secrets
Oracle_Message_1C6,$2F:A15D,Core/message.asm,194,Message_1C6,oracle-of-secrets
Oracle_Message_1C7,$2F:A205,Core/message.asm,215,Message_1C7,oracle-of-secrets
Oracle_Message_1C8,$2F:A2C3,Core/message.asm,233,Message_1C8,oracle-of-secrets
Oracle_Message_1C9,$2F:A2C7,Core/message.asm,235,Message_1C9,oracle-of-secrets
Oracle_Message_1CA,$2F:A2CB,Core/message.asm,244,Message_1CA,oracle-of-secrets
Oracle_Message_1CB,$2F:A3AD,Core/message.asm,265,Message_1CB,oracle-of-secrets
Oracle_Message_1CC,$2F:A3B1,Core/message.asm,270,Message_1CC,oracle-of-secrets
Oracle_Message_1CD,$2F:A3B5,Core/message.asm,272,Message_1CD,oracle-of-secrets
Oracle_Message_1CE,$2F:A3B9,Core/message.asm,274,Message_1CE,oracle-of-secrets
Oracle_Message_1CF,$2F:A3BD,Core/message.asm,276,Message_1CF,oracle-of-secrets
Oracle_Message_1D0,$2F:A3C1,Core/message.asm,278,Message_1D0,oracle-of-secrets
Oracle_Message_1D1,$2F:A3C5,Core/message.asm,280,Message_1D1,oracle-of-secrets
Oracle_JumpTableLocal_Guard,$2C:FF00,Core/patches.asm,23,JumpTableLocal_Guard,oracle-of-secrets
Oracle_ShopItem_Banana,$1E:F27D,Core/patches.asm,91,ShopItem_Banana,oracle-of-secrets
Oracle_SpriteDraw_RunningBoy,$05:E9CD,Core/patches.asm,170,SpriteDraw_RunningBoy,oracle-of-secrets
Oracle_GetCrystalCount,$2F:A3CA,Core/progression.asm,67,GetCrystalCount,oracle-of-secrets
Oracle_UpdateMapIcon,$2F:A3E7,Core/progression.asm,126,UpdateMapIcon,oracle-of-secrets
Oracle_SelectReactionMessage,$2F:A3F5,Core/progression.asm,187,SelectReactionMessage,oracle-of-secrets
Oracle_Sprite_CheckActive,$31:8000,Core/sprite_functions.asm,5,Sprite_CheckActive,oracle-of-secrets
Oracle_Sprite_MoveHoriz,$31:801E,Core/sprite_functions.asm,22,Sprite_MoveHoriz,oracle-of-secrets
Oracle_Sprite_MoveXyz,$31:804C,Core/sprite_functions.asm,38,Sprite_MoveXyz,oracle-of-secrets
Oracle_Sprite_Move,$31:8050,Core/sprite_functions.asm,40,Sprite_Move,oracle-of-secrets
Oracle_Sprite_MoveVert,$31:8054,Core/sprite_functions.asm,44,Sprite_MoveVert,oracle-of-secrets
Oracle_Sprite_MoveZ,$31:8082,Core/sprite_functions.asm,64,Sprite_MoveZ,oracle-of-secrets
Oracle_Sprite_MoveAltitude,$31:8082,Core/sprite_functions.asm,65,Sprite_MoveAltitude,oracle-of-secrets
Oracle_Sprite_BounceTowardPlayer,$31:80A4,Core/sprite_functions.asm,80,Sprite_BounceTowardPlayer,oracle-of-secrets
Oracle_Sprite_FloatTowardPlayer,$31:80CB,Core/sprite_functions.asm,98,Sprite_FloatTowardPlayer,oracle-of-secrets
Oracle_Sprite_FloatAwayFromPlayer,$31:80DC,Core/sprite_functions.asm,107,Sprite_FloatAwayFromPlayer,oracle-of-secrets
Oracle_Sprite_BounceFromTileCollision,$31:80E9,Core/sprite_functions.asm,115,Sprite_BounceFromTileCollision,oracle-of-secrets
Oracle_Sprite_InvertSpeed_XY,$31:810B,Core/sprite_functions.asm,126,Sprite_InvertSpeed_XY,oracle-of-secrets
Oracle_Sprite_InvertSpeed_X,$31:810F,Core/sprite_functions.asm,129,Sprite_InvertSpeed_X,oracle-of-secrets
Oracle_Sprite_InvertSpeed_Y,$31:8119,Core/sprite_functions.asm,135,Sprite_InvertSpeed_Y,oracle-of-secrets
Oracle_UpdateCachedCoords,$31:8123,Core/sprite_functions.asm,141,UpdateCachedCoords,oracle-of-secrets
Oracle_RoundCoords,$31:813C,Core/sprite_functions.asm,150,RoundCoords,oracle-of-secrets
Oracle_Sprite_SelectNewDirection,$31:8158,Core/sprite_functions.asm,164,Sprite_SelectNewDirection,oracle-of-secrets
Oracle_Sprite_SpawnProbeWithCooldown,$31:818E,Core/sprite_functions.asm,199,Sprite_SpawnProbeWithCooldown,oracle-of-secrets
Oracle_Sprite_CheckProbeDetection,$31:81BD,Core/sprite_functions.asm,236,Sprite_CheckProbeDetection,oracle-of-secrets
Oracle_Sprite_SendOutProbe,$31:81C6,Core/sprite_functions.asm,253,Sprite_SendOutProbe,oracle-of-secrets
Oracle_DragPlayer,$31:8207,Core/sprite_functions.asm,286,DragPlayer,oracle-of-secrets
Oracle_Sprite_DamageFlash_Long,$31:826C,Core/sprite_functions.asm,343,Sprite_DamageFlash_Long,oracle-of-secrets
Oracle_Sprite_Damage_Flash,$31:8274,Core/sprite_functions.asm,351,Sprite_Damage_Flash,oracle-of-secrets
Oracle_Sprite_CheckCollisionWithSprite,$31:828C,Core/sprite_functions.asm,369,Sprite_CheckCollisionWithSprite,oracle-of-secrets
Oracle_Sprite_CheckForPresence,$31:82AD,Core/sprite_functions.asm,387,Sprite_CheckForPresence,oracle-of-secrets
Oracle_Sprite_CountActiveById,$31:82CE,Core/sprite_functions.asm,413,Sprite_CountActiveById,oracle-of-secrets
Oracle_Link_CheckNewY_ButtonPress_Long,$31:82E3,Core/sprite_functions.asm,430,Link_CheckNewY_ButtonPress_Long,oracle-of-secrets
Oracle_Link_SetupHitBox,$31:82F7,Core/sprite_functions.asm,445,Link_SetupHitBox,oracle-of-secrets
Oracle_Sprite_SetupHitBox,$31:8317,Core/sprite_functions.asm,455,Sprite_SetupHitBox,oracle-of-secrets
Oracle_Sprite_ApplySpeedTowardsPlayerXOrY,$31:846F,Core/sprite_functions.asm,719,Sprite_ApplySpeedTowardsPlayerXOrY,oracle-of-secrets
Oracle_GetDistance8bit_Long,$31:8541,Core/sprite_functions.asm,799,GetDistance8bit_Long,oracle-of-secrets
Oracle_Sprite_CheckIfRecoiling,$31:8571,Core/sprite_functions.asm,820,Sprite_CheckIfRecoiling,oracle-of-secrets
Oracle_TrinexxBreath_AltEntry,$31:85FB,Core/sprite_functions.asm,894,TrinexxBreath_AltEntry,oracle-of-secrets
Oracle_SpeedAdjustments,$31:8663,Core/sprite_functions.asm,934,SpeedAdjustments,oracle-of-secrets
Oracle_Sprite_Twinrova_FireAttack,$31:866B,Core/sprite_functions.asm,939,Sprite_Twinrova_FireAttack,oracle-of-secrets
Oracle_AddFireGarnish,$31:867C,Core/sprite_functions.asm,949,AddFireGarnish,oracle-of-secrets
Oracle_Sprite_Twinrova_IceAttack,$31:86E2,Core/sprite_functions.asm,979,Sprite_Twinrova_IceAttack,oracle-of-secrets
Oracle_AddIceGarnishV2,$31:86F3,Core/sprite_functions.asm,989,AddIceGarnishV2,oracle-of-secrets
Oracle_Garnish_PrepOamCoord,$09:B5DE,Core/sprite_functions.asm,1023,Garnish_PrepOamCoord,oracle-of-secrets
Oracle_Garnish_SetOamPropsAndLargeSize,$09:B70C,Core/sprite_functions.asm,1026,Garnish_SetOamPropsAndLargeSize,oracle-of-secrets
Oracle_Garnish_CheckPlayerCollision,$09:B459,Core/sprite_functions.asm,1029,Garnish_CheckPlayerCollision,oracle-of-secrets
Oracle_Garnish_SetOamPropsAndSmallSize,$09:B5D6,Core/sprite_functions.asm,1032,Garnish_SetOamPropsAndSmallSize,oracle-of-secrets
Oracle_TrinexxIce_Pool,$09:B33F,Core/sprite_functions.asm,1039,TrinexxIce_Pool,oracle-of-secrets
Oracle_Intro_Dungeon_Main,$31:8759,Core/sprite_functions.asm,1053,Intro_Dungeon_Main,oracle-of-secrets
Oracle_MoveCamera,$31:8799,Core/sprite_functions.asm,1088,MoveCamera,oracle-of-secrets
Oracle_SetupMovieEffect,$31:8800,Core/sprite_functions.asm,1159,SetupMovieEffect,oracle-of-secrets
Oracle_MovieEffect,$31:8861,Core/sprite_functions.asm,1199,MovieEffect,oracle-of-secrets
Oracle_HDMATable,$31:887F,Core/sprite_functions.asm,1216,HDMATable,oracle-of-secrets
Oracle_NewMainSprFunction,$06:FFF8,Core/sprite_new_table.asm,3,NewMainSprFunction,oracle-of-secrets
Oracle_NewSprPrepFunction,$06:8EB9,Core/sprite_new_table.asm,8,NewSprPrepFunction,oracle-of-secrets
Oracle_SpriteActiveExp_MainLong,$30:8000,Core/sprite_new_table.asm,14,SpriteActiveExp_MainLong,oracle-of-secrets
Oracle_NewSprTable,$30:8009,Core/sprite_new_table.asm,22,NewSprTable,oracle-of-secrets
Oracle_Sprite_PrepExp_Long,$30:8037,Core/sprite_new_table.asm,47,Sprite_PrepExp_Long,oracle-of-secrets
Oracle_NewSprPrepTable,$30:8040,Core/sprite_new_table.asm,55,NewSprPrepTable,oracle-of-secrets
Oracle_NewSprRoutinesLong,$30:806E,Core/sprite_new_table.asm,80,NewSprRoutinesLong,oracle-of-secrets
Oracle_NewSprPrepRoutinesLong,$30:836B,Core/sprite_new_table.asm,86,NewSprPrepRoutinesLong,oracle-of-secrets
Sprite,$7E:0BA0,Core/structs.asm,1,Sprite,oracle-of-secrets
Sprite.BulletProof,$7E:0BA0,Core/structs.asm,3,Sprite.BulletProof,oracle-of-secrets
Sprite.AncillaId,$7E:0BB0,Core/structs.asm,4,Sprite.AncillaId,oracle-of-secrets
Sprite.Slot,$7E:0BC0,Core/structs.asm,5,Sprite.Slot,oracle-of-secrets
Sprite.OwDeath,$7E:0BD0,Core/structs.asm,6,Sprite.OwDeath,oracle-of-secrets
Sprite.Prize,$7E:0BF0,Core/structs.asm,7,Sprite.Prize,oracle-of-secrets
Sprite.OwScreen,$7E:0C00,Core/structs.asm,10,Sprite.OwScreen,oracle-of-secrets
Sprite.Deflect,$7E:0C10,Core/structs.asm,11,Sprite.Deflect,oracle-of-secrets
Sprite.ForceDrop,$7E:0C20,Core/structs.asm,12,Sprite.ForceDrop,oracle-of-secrets
Sprite.OverlordRoom,$7E:0C30,Core/structs.asm,13,Sprite.OverlordRoom,oracle-of-secrets
Sprite.BumpDamage,$7E:0C38,Core/structs.asm,14,Sprite.BumpDamage,oracle-of-secrets
Sprite.CurrDamage,$7E:0C48,Core/structs.asm,15,Sprite.CurrDamage,oracle-of-secrets
Sprite.yl,$7E:0C58,Core/structs.asm,18,Sprite.yl,oracle-of-secrets
Sprite.xl,$7E:0C68,Core/structs.asm,19,Sprite.xl,oracle-of-secrets
Sprite.yh,$7E:0C78,Core/structs.asm,20,Sprite.yh,oracle-of-secrets
Sprite.xh,$7E:0C88,Core/structs.asm,21,Sprite.xh,oracle-of-secrets
Sprite.vy,$7E:0C98,Core/structs.asm,22,Sprite.vy,oracle-of-secrets
Sprite.vx,$7E:0CA8,Core/structs.asm,23,Sprite.vx,oracle-of-secrets
Sprite.sub_vy,$7E:0CB8,Core/structs.asm,24,Sprite.sub_vy,oracle-of-secrets
Sprite.sub_vx,$7E:0CC8,Core/structs.asm,25,Sprite.sub_vx,oracle-of-secrets
Sprite.action,$7E:0CD8,Core/structs.asm,26,Sprite.action,oracle-of-secrets
Sprite.frame,$7E:0CE8,Core/structs.asm,27,Sprite.frame,oracle-of-secrets
Sprite.misc_a,$7E:0CF8,Core/structs.asm,28,Sprite.misc_a,oracle-of-secrets
Sprite.misc_b,$7E:0D08,Core/structs.asm,29,Sprite.misc_b,oracle-of-secrets
Sprite.gfx,$7E:0D18,Core/structs.asm,30,Sprite.gfx,oracle-of-secrets
Sprite.state,$7E:0D28,Core/structs.asm,31,Sprite.state,oracle-of-secrets
Sprite.misc_c,$7E:0D38,Core/structs.asm,32,Sprite.misc_c,oracle-of-secrets
Sprite.TimerA,$7E:0D48,Core/structs.asm,33,Sprite.TimerA,oracle-of-secrets
Sprite.TimerB,$7E:0D58,Core/structs.asm,34,Sprite.TimerB,oracle-of-secrets
Sprite.TimerC,$7E:0D68,Core/structs.asm,35,Sprite.TimerC,oracle-of-secrets
Sprite.type,$7E:0D78,Core/structs.asm,36,Sprite.type,oracle-of-secrets
Sprite.subtype,$7E:0D88,Core/structs.asm,37,Sprite.subtype,oracle-of-secrets
Sprite.nbr_oam,$7E:0D98,Core/structs.asm,38,Sprite.nbr_oam,oracle-of-secrets
Sprite.hp,$7E:0DA8,Core/structs.asm,39,Sprite.hp,oracle-of-secrets
Sprite.props,$7E:0DB8,Core/structs.asm,40,Sprite.props,oracle-of-secrets
Sprite.collide,$7E:0DC8,Core/structs.asm,41,Sprite.collide,oracle-of-secrets
Sprite.delay,$7E:0DD8,Core/structs.asm,42,Sprite.delay,oracle-of-secrets
Sprite.misc_d,$7E:0DE8,Core/structs.asm,43,Sprite.misc_d,oracle-of-secrets
Sprite.recoil,$7E:0DF8,Core/structs.asm,44,Sprite.recoil,oracle-of-secrets
Sprite.misc_e,$7E:0E08,Core/structs.asm,45,Sprite.misc_e,oracle-of-secrets
Sprite.misc_f,$7E:0E18,Core/structs.asm,46,Sprite.misc_f,oracle-of-secrets
Sprite.misc_g,$7E:0E28,Core/structs.asm,47,Sprite.misc_g,oracle-of-secrets
Sprite.timer_d,$7E:0E38,Core/structs.asm,48,Sprite.timer_d,oracle-of-secrets
Sprite.death_timer,$7E:0E48,Core/structs.asm,49,Sprite.death_timer,oracle-of-secrets
Sprite.pause,$7E:0E58,Core/structs.asm,50,Sprite.pause,oracle-of-secrets
Sprite.timer_e,$7E:0E68,Core/structs.asm,51,Sprite.timer_e,oracle-of-secrets
Sprite.floor,$7E:0E78,Core/structs.asm,52,Sprite.floor,oracle-of-secrets
Sprite.recoil_y,$7E:0E88,Core/structs.asm,53,Sprite.recoil_y,oracle-of-secrets
Sprite.recoil_x,$7E:0E98,Core/structs.asm,54,Sprite.recoil_x,oracle-of-secrets
Sprite.oam_prop,$7E:0EA8,Core/structs.asm,55,Sprite.oam_prop,oracle-of-secrets
Sprite.collision_prop,$7E:0EB8,Core/structs.asm,56,Sprite.collision_prop,oracle-of-secrets
Sprite.z,$7E:0EC8,Core/structs.asm,57,Sprite.z,oracle-of-secrets
Sprite.vz,$7E:0ED8,Core/structs.asm,58,Sprite.vz,oracle-of-secrets
Sprite.sub_vz,$7E:0EE8,Core/structs.asm,59,Sprite.sub_vz,oracle-of-secrets
TimeState,$7E:E000,Core/structs.asm,63,TimeState,oracle-of-secrets
TimeState.Hours,$7E:E000,Core/structs.asm,67,TimeState.Hours,oracle-of-secrets
TimeState.Minutes,$7E:E001,Core/structs.asm,68,TimeState.Minutes,oracle-of-secrets
TimeState.Speed,$7E:E002,Core/structs.asm,69,TimeState.Speed,oracle-of-secrets
TimeState.Padding,$7E:E003,Core/structs.asm,70,TimeState.Padding,oracle-of-secrets
TimeState.BlueVal,$7E:E010,Core/structs.asm,71,TimeState.BlueVal,oracle-of-secrets
TimeState.GreenVal,$7E:E012,Core/structs.asm,72,TimeState.GreenVal,oracle-of-secrets
TimeState.RedVal,$7E:E014,Core/structs.asm,73,TimeState.RedVal,oracle-of-secrets
TimeState.TempColor,$7E:E016,Core/structs.asm,74,TimeState.TempColor,oracle-of-secrets
TimeState.SubColor,$7E:E018,Core/structs.asm,75,TimeState.SubColor,oracle-of-secrets
Oracle_MenuScrollLevelV,$7E:0730,Core/symbols.asm,6,MenuScrollLevelV,oracle-of-secrets
Oracle_MenuScrollLevelH,$7E:0731,Core/symbols.asm,7,MenuScrollLevelH,oracle-of-secrets
Oracle_MenuScrollHDirection,$7E:0732,Core/symbols.asm,8,MenuScrollHDirection,oracle-of-secrets
Oracle_MenuItemValueSpoof,$7E:0734,Core/symbols.asm,9,MenuItemValueSpoof,oracle-of-secrets
