address,label,type,region,notes
$2B:99A9,Oracle_MagicRing_CheckForPower_not_sword,func,item,
$2B:99AE,Oracle_MagicRing_CheckForArmor,func,item,
$2B:99D6,Oracle_MagicRing_CheckForSteadfast,func,item,
$2B:99F7,Oracle_MagicRing_CheckForLight,func,item,
$2B:9A1F,Oracle_MagicRing_CheckForBlast,func,item,
$2C:83C7,Oracle_RoomTag_MinishShutterDoor,func,dungeon,
$2C:83EC,Oracle_RoomTag_MinishShutterDoor_exit,func,dungeon,
$2C:83EE,Oracle_RoomTag_MinishShutterDoor_no_minish,func,dungeon,
$2C:882E,Oracle_Dungeon_LoadCustomTileAttr,func,dungeon,
$2C:8842,Oracle_Dungeon_LoadCustomTileAttr_load_loop,func,dungeon,
$2C:94C7,Oracle_MapGfx,gfx,map,
$2C:BAC5,Oracle_Ancilla_SpawnFallingPrize,func,item,
$2D:80C8,Oracle_MapGFX,gfx,map,
$2D:843C,Oracle_Menu_DrawHourDigit,func,menu,
$2D:8456,Oracle_Menu_DrawMinuteDigit,func,menu,
$2D:8470,Oracle_Menu_DrawPlaytimeLabel,func,menu,
$2D:8473,Oracle_Menu_DrawPlaytimeLabel_draw2,func,menu,
$2D:848A,Oracle_Menu_ItemNames,func,menu,
$2D:878A,Oracle_Menu_BottleItems,func,menu,
$2D:878A,Oracle_Menu_MushroomLabel,func,menu,
$2D:88CA,Oracle_Menu_GoldstarLabel,func,menu,
$2D:88EA,Oracle_Menu_PortalRodItems,func,menu,
$2D:890A,Oracle_Menu_SongNames,func,menu,
$2D:898A,Oracle_Menu_RingNames,func,menu,
$2D:8A4A,Oracle_Menu_RingDescriptions,func,menu,
$2D:8B0A,Oracle_Menu_RingsFound,func,menu,
$2D:8B2A,Oracle_Menu_DrawItemName,func,menu,
$2D:8B3D,Oracle_Menu_DrawItemName_haveItem,func,menu,
$2D:8B60,Oracle_Menu_DrawItemName_draw_item,func,menu,
$2D:8B71,Oracle_Menu_DrawItemName_loop,func,menu,
$2D:8B80,Oracle_Menu_DrawItemName_no_items,func,menu,
$2D:8B81,Oracle_Menu_DrawItemName_bottle_1,func,menu,
$2D:8B89,Oracle_Menu_DrawItemName_bottle_2,func,menu,
$2D:8B91,Oracle_Menu_DrawItemName_bottle_3,func,menu,
$2D:8B99,Oracle_Menu_DrawItemName_bottle_4,func,menu,
$2D:8B9E,Oracle_Menu_DrawItemName_draw_bottle,func,menu,
$2D:8BA2,Oracle_Menu_DrawItemName_custom_rods,func,menu,
$2D:8BAD,Oracle_Menu_DrawItemName_goldstar,func,menu,
$2D:8BB8,Oracle_Menu_DrawItemName_mushroom,func,menu,
$2D:8BC4,Oracle_Menu_DrawItemName_ocarina,func,menu,
$2D:8BE5,Oracle_Menu_DrawItemName_draw_ocarina_loop,func,menu,
$2D:8C8D,Oracle_Menu_CollectibleNames,func,menu,
$2D:8E32,Oracle_Menu_DrawSelect,func,menu,
$2D:8E37,Oracle_Menu_DrawSelect_loop,func,menu,
$2D:8E42,Oracle_Menu_DrawQuestStatus,func,menu,
$2D:8E47,Oracle_Menu_DrawQuestStatus_loop,func,menu,
$2D:8E52,Oracle_Menu_DrawAreaNameTXT,func,menu,
$2D:8E57,Oracle_Menu_DrawAreaNameTXT_loop,func,menu,
$2D:8E62,Oracle_Menu_DrawCharacterName,func,menu,
$2D:8E67,Oracle_Menu_DrawCharacterName_loop,func,menu,
$2D:8E79,Oracle_Menu_DrawCharacterName_convert_char,func,menu,
$2D:8EB5,Oracle_Menu_DrawCharacterName_space,func,menu,
$2D:8EB9,Oracle_Menu_DrawCharacterName_direct,func,menu,
$2D:8EBE,Oracle_Menu_DrawCharacterName_qz_range,func,menu,
$2D:8EC7,Oracle_Menu_DrawCharacterName_lower_af,func,menu,
$2D:8ED0,Oracle_Menu_DrawCharacterName_lower_go,func,menu,
$2D:8EDA,Oracle_Menu_DrawCharacterName_go_table,tbl,menu,
$2D:8EEC,Oracle_Menu_DrawCharacterName_lower_pv,func,menu,
$2D:8EF5,Oracle_Menu_DrawCharacterName_lower_wz,func,menu,
$2D:8EFE,Oracle_Menu_DrawCharacterName_numbers,func,menu,
$2D:8F07,Oracle_Menu_DrawCharacterName_char_i,func,menu,
$2D:8F0B,Oracle_Menu_DrawButtonPrompt,func,menu,
$2D:8F10,Oracle_Menu_DrawButtonPrompt_loop,func,menu,
$2D:8F1D,Oracle_Menu_DrawRingBoxPrompt,func,menu,
$2D:8F22,Oracle_Menu_DrawRingBoxPrompt_loop,func,menu,
$2D:8F2F,Oracle_Menu_Palette,pal,menu,
$2D:8F6D,Oracle_Menu_Entry,func,menu,
$2D:8F7C,Oracle_Menu_Entry_vectors,func,menu,
$2D:8F9C,Oracle_Menu_InitGraphics,func,menu,
$2D:8FAD,Oracle_Menu_InitGraphics_not_fishing,func,menu,
$2D:8FC3,Oracle_Menu_InitGraphics_bottle,func,menu,
$2D:8FD7,Oracle_Menu_InitGraphics_wolf_shovel,func,menu,
$2D:8FF5,Oracle_Menu_DrawBackground,func,menu,
$2D:8FFA,Oracle_Menu_DrawBackground_loop,func,menu,
$2D:905F,Oracle_Menu_DrawQuestIcons,func,menu,
$2D:9062,Oracle_Menu_DrawQuestIcons_loop,func,menu,
$2D:90A0,Oracle_Menu_DrawTriforceIcons,func,menu,
$2D:9130,Oracle_Menu_DrawPendantIcons,func,menu,
$2D:917A,Oracle_Menu_DrawHeartPieces,func,menu,
$2D:91A6,Oracle_Menu_DrawHeartPieces_top_right,func,menu,
$2D:91AC,Oracle_Menu_DrawHeartPieces_bottom_left,func,menu,
$2D:91B2,Oracle_Menu_DrawHeartPieces_top_left,func,menu,
$2D:91B9,Oracle_Menu_DrawMusicNotes,func,menu,
$2D:91D2,Oracle_Menu_DrawMusicNotes_no_healing,func,menu,
$2D:91D5,Oracle_Menu_DrawMusicNotes_draw_healing,func,menu,
$2D:91F5,Oracle_Menu_DrawMusicNotes_no_storms,func,menu,
$2D:91F8,Oracle_Menu_DrawMusicNotes_draw_storms,func,menu,
$2D:9218,Oracle_Menu_DrawMusicNotes_no_soaring,func,menu,
$2D:921B,Oracle_Menu_DrawMusicNotes_draw_soaring,func,menu,
$2D:923B,Oracle_Menu_DrawMusicNotes_no_songs,func,menu,
$2D:923E,Oracle_Menu_DrawMusicNotes_draw_songs,func,menu,
$2D:93DC,Oracle_Menu_DrawQuestItems,func,menu,
$2D:9441,Oracle_Menu_DrawBigKey,func,menu,
$2D:9452,Oracle_Menu_DrawBigKey_locateBigKeyFlag,func,menu,
$2D:9479,Oracle_Menu_DrawBigKey_noTreasureYet,func,menu,
$2D:9493,Oracle_Menu_DrawBigKey_dontHaveBigKey,func,menu,
$2D:9493,Oracle_Menu_DrawBigKey_notInPalace,func,menu,
$2D:94A4,Oracle_Menu_DrawBigKey_locateMapFlag,func,menu,
$2D:94BC,Oracle_Menu_DrawBigKey_dontHaveMap,func,menu,
$2D:94BC,Oracle_Menu_DrawBigKey_notInPalaceAgain,func,menu,
$2D:9540,Oracle_Menu_DrawBigChestKey,func,menu,
$2D:9551,Oracle_Menu_DrawBigChestKey_locateCompassFlag,func,menu,
$2D:9571,Oracle_Menu_DrawBigChestKey_dontHaveCompass,func,menu,
$2D:9571,Oracle_Menu_DrawBigChestKey_notInPalace,func,menu,
$2D:9572,Oracle_Menu_DrawSongMenu,func,menu,
$2D:9577,Oracle_Menu_DrawSongMenu_loop,func,menu,
$2D:95AC,Oracle_Menu_DrawSongMenu_magic_bag_tilemap,func,menu,
$2D:9DAC,Oracle_Menu_DrawMagicBag,func,menu,
$2D:9DB1,Oracle_Menu_DrawMagicBag_loop,func,menu,
$2D:9DE6,Oracle_Menu_DrawMagicBag_magic_bag_tilemap,func,menu,
$2D:A5E6,Oracle_Menu_DrawRingBox,func,menu,
$2D:A5EB,Oracle_Menu_DrawRingBox_loop,func,menu,
$2D:A622,Oracle_Menu_DrawRingBox_ring_box_tilemap,func,menu,
$2D:AE22,Oracle_Menu_DrawMagicRings,func,menu,
$2D:AE30,Oracle_Menu_DrawMagicRings_no_attack,func,menu,
$2D:AE33,Oracle_Menu_DrawMagicRings_draw_storms,func,menu,
$2D:AE50,Oracle_Menu_DrawMagicRings_no_defense,func,menu,
$2D:AE53,Oracle_Menu_DrawMagicRings_draw_defense,func,menu,
$2D:AE70,Oracle_Menu_DrawMagicRings_no_luck,func,menu,
$2D:AE73,Oracle_Menu_DrawMagicRings_draw_luck,func,menu,
$2D:AE83,Oracle_Menu_DrawMagicRingsInBox,func,menu,
$2D:AE9C,Oracle_Menu_DrawMagicRingsInBox_no_attack,func,menu,
$2D:AEBF,Oracle_Menu_DrawMagicRingsInBox_no_defense,func,menu,
$2D:AEE2,Oracle_Menu_DrawMagicRingsInBox_no_steadfast,func,menu,
$2D:AF05,Oracle_Menu_DrawMagicRingsInBox_no_light,func,menu,
$2D:AF28,Oracle_Menu_DrawMagicRingsInBox_no_blast,func,menu,
$2D:AF4B,Oracle_Menu_DrawMagicRingsInBox_no_heart,func,menu,
$2D:AF60,Oracle_Menu_DrawMagicItems,func,menu,
$2D:AFD5,Oracle_Menu_DrawCursor,func,menu,
$2D:AFFB,Oracle_Menu_DrawCursor_no_delete,func,menu,
$2D:B036,Oracle_Menu_DrawCursor_submenu_cursor,func,menu,
$2D:B066,Oracle_Menu_DrawCursor_done,func,menu,
$2D:B069,Oracle_Menu_CheckItemHasSubmenu,func,menu,
$2D:B07A,Oracle_Menu_CheckItemHasSubmenu_has_submenu,func,menu,
$2D:B07C,Oracle_Menu_UploadRight,func,menu,
$2D:B0B5,Oracle_Menu_UploadLeft,func,menu,
$2D:B0C9,Oracle_Menu_UploadLeft_loop,func,menu,
$2D:B0E5,Oracle_Menu_Scroll,func,menu,
$2D:B11B,Oracle_Menu_ScrollDown,func,menu,
$2D:B136,Oracle_Menu_ScrollDown_notDoneScrolling,func,menu,
$2D:B13A,Oracle_Menu_ItemIndex,func,menu,
$2D:B153,Oracle_Menu_AddressIndex,func,menu,
$2D:B16B,Oracle_Menu_ItemCursorPositions,func,menu,
$2D:B19B,Oracle_Menu_FindNextItem,func,menu,
$2D:B19F,Oracle_Menu_FindNextItem_loop,func,menu,
$2D:B1A9,Oracle_Menu_FindNextItem_no_reset,func,menu,
$2D:B1BC,Oracle_Menu_FindNextItem_found,func,menu,
$2D:B1BD,Oracle_Menu_FindPrevItem,func,menu,
$2D:B1C1,Oracle_Menu_FindPrevItem_loop,func,menu,
$2D:B1C9,Oracle_Menu_FindPrevItem_no_reset,func,menu,
$2D:B1DC,Oracle_Menu_FindPrevItem_found,func,menu,
$2D:B1DD,Oracle_Menu_FindNextDownItem,func,menu,
$2D:B1EB,Oracle_Menu_FindNextDownItem_no_reset,func,menu,
$2D:B1FC,Oracle_Menu_FindNextUpItem,func,menu,
$2D:B208,Oracle_Menu_FindNextUpItem_wrap,func,menu,
$2D:B20B,Oracle_Menu_FindNextUpItem_no_reset,func,menu,
$2D:B21C,Oracle_Menu_DeleteCursor,func,menu,
$2D:B221,Oracle_Menu_DeleteCursor_AltEntry,func,menu,
$2D:B242,Oracle_Menu_InitItemScreen,func,menu,
$2D:B249,Oracle_Menu_InitItemScreen_lookForAlternateItem,func,menu,
$2D:B24B,Oracle_Menu_InitItemScreen_loop,func,menu,
$2D:B263,Oracle_Menu_InitItemScreen_bad,func,menu,
$2D:B26F,Oracle_Menu_InitItemScreen_all_good,func,menu,
$2D:B288,Oracle_Menu_AddressLong,func,menu,
$2D:B30B,Oracle_Menu_CheckForSpecialMenus,func,menu,
$2D:B38B,Oracle_Menu_CheckForSpecialMenus_no_x_journal,func,menu,
$2D:B3A1,Oracle_Menu_CheckForSpecialMenus_no_y_rings,func,menu,
$2D:B3A3,Oracle_Menu_ItemScreen,func,menu,
$2D:B3C3,Oracle_Menu_ItemScreen_do_no_input,func,menu,
$2D:B3C5,Oracle_Menu_ItemScreen_move_right,func,menu,
$2D:B3CD,Oracle_Menu_ItemScreen_move_left,func,menu,
$2D:B3D5,Oracle_Menu_ItemScreen_move_down,func,menu,
$2D:B3DD,Oracle_Menu_ItemScreen_move_up,func,menu,
$2D:B3E5,Oracle_Menu_ItemScreen_draw_cursor,func,menu,
$2D:B3EA,Oracle_Menu_ItemScreen_no_inputs,func,menu,
$2D:B3FE,Oracle_Menu_ItemScreen_exit,func,menu,
$2D:B408,Oracle_Menu_ScrollTo,func,menu,
$2D:B415,Oracle_Menu_ScrollTo_not_done,func,menu,
$2D:B416,Oracle_Menu_CheckHScroll,func,menu,
$2D:B42B,Oracle_Menu_CheckHScroll_left,func,menu,
$2D:B432,Oracle_Menu_CheckHScroll_right,func,menu,
$2D:B437,Oracle_Menu_CheckHScroll_merge,func,menu,
$2D:B445,Oracle_Menu_CheckHScroll_leave_menu,func,menu,
$2D:B44B,Oracle_Menu_ScrollHorizontal,func,menu,
$2D:B45F,Oracle_Menu_ScrollHorizontal_loop,func,menu,
$2D:B461,Oracle_Menu_StatsScreen,func,menu,
$2D:B48D,Oracle_Menu_StatsScreen_no_journal,func,menu,
$2D:B48E,Oracle_Menu_ScrollFrom,func,menu,
$2D:B499,Oracle_Menu_ScrollFrom_not_done,func,menu,
$2D:B49C,Oracle_Menu_ScrollUp,func,menu,
$2D:B4B3,Oracle_Menu_ScrollUp_notDoneScrolling,func,menu,
$2D:B4B9,Oracle_Menu_CheckBottle,func,menu,
$2D:B4C5,Oracle_Menu_CheckBottle_not_first,func,menu,
$2D:B4D1,Oracle_Menu_CheckBottle_not_second,func,menu,
$2D:B4DD,Oracle_Menu_CheckBottle_not_third,func,menu,
$2D:B4E6,Oracle_Menu_CheckBottle_prepare_bottle,func,menu,
$2D:B4EA,Oracle_Menu_CheckBottle_not_any,func,menu,
$2D:B4EB,Oracle_Menu_Exit,func,menu,
$2D:B50C,Oracle_Menu_Exit_quest_screen_exit,func,menu,
$2D:B50E,Oracle_Menu_Exit_loop,func,menu,
$2D:B521,Oracle_Menu_RefreshQuestScreen,func,menu,
$2D:B54E,Oracle_Menu_RefreshInventoryScreen,func,menu,
$2D:B562,Oracle_Menu_RefreshInventoryScreen_loop,func,menu,
$2D:B570,Oracle_Menu_InitiateScrollDown,func,menu,
$2D:B574,Oracle_Menu_InitiateScrollDown_loop,func,menu,
$2D:B5B7,Oracle_Menu_InitiateScrollDown_loop1,func,menu,
$2D:B5C3,Oracle_Menu_InitiateScrollDown_loop2,func,menu,
$2D:B5CF,Oracle_Menu_InitiateScrollDown_loop3,func,menu,
$2D:B5DB,Oracle_Menu_InitiateScrollDown_loop4,func,menu,
$2D:B5F9,Oracle_Menu_HandleGridNavigation,func,menu,
$2D:B610,Oracle_Menu_HandleGridNavigation_move_right,func,menu,
$2D:B610,Oracle_Menu_HandleGridNavigation_move_up,func,menu,
$2D:B625,Oracle_Menu_HandleGridNavigation_move_down,func,menu,
$2D:B625,Oracle_Menu_HandleGridNavigation_move_left,func,menu,
$2D:B635,Oracle_Menu_HandleGridNavigation_wrap_to_max,func,menu,
$2D:B63D,Oracle_Menu_HandleGridNavigation_delete_cursor,func,menu,
$2D:B64B,Oracle_Menu_HandleGridNavigation_done,func,menu,
$2D:B64D,Oracle_Menu_MagicBag,func,menu,
$2D:B685,Oracle_Menu_MagicBagCursorPositions,func,menu,
$2D:B6EA,Oracle_Menu_SongMenu,func,menu,
$2D:B6FD,Oracle_Menu_SongMenu_songs_available,func,menu,
$2D:B721,Oracle_Menu_SongMenu_move_right,func,menu,
$2D:B721,Oracle_Menu_SongMenu_move_up,func,menu,
$2D:B756,Oracle_Menu_SongMenu_max_1,func,menu,
$2D:B75E,Oracle_Menu_SongMenu_max_2,func,menu,
$2D:B766,Oracle_Menu_SongMenu_max_3,func,menu,
$2D:B76E,Oracle_Menu_SongMenu_max_4,func,menu,
$2D:B776,Oracle_Menu_SongMenu_wrap_to_max,func,menu,
$2D:B792,Oracle_Menu_SongMenu_set_max_to_3,func,menu,
$2D:B79A,Oracle_Menu_SongMenu_set_max_to_2,func,menu,
$2D:B7A2,Oracle_Menu_SongMenu_set_max_to_1,func,menu,
$2D:B7AA,Oracle_Menu_SongMenu_set_max_to_4,func,menu,
$2D:B7B2,Oracle_Menu_SongMenu_wrap_to_min,func,menu,
$2D:B7B9,Oracle_Menu_SongMenu_move_down,func,menu,
$2D:B7B9,Oracle_Menu_SongMenu_move_left,func,menu,
$2D:B7D4,Oracle_Menu_SongMenu_reset,func,menu,
$2D:B7D9,Oracle_Menu_SongMenu_continue,func,menu,
$2D:B7FA,Oracle_Menu_SongIconCursorPositions,func,menu,
$2D:B802,Oracle_Menu_RingBox,func,menu,
$2D:B83A,Oracle_Menu_RingIconCursorPositions,func,menu,
$2D:B8F8,Oracle_Menu_Journal,func,menu,
$2D:B90A,Oracle_Menu_Journal_close_menu,func,menu,
$2D:B916,Oracle_Menu_Journal_return_pressed,func,menu,
$2D:B926,Oracle_Menu_Journal_return_to_quest,func,menu,
$2D:B92E,Oracle_Menu_Journal_continue,func,menu,
$2D:B936,Oracle_Menu_Journal_quest_side,func,menu,
$2D:B938,Oracle_Menu_Journal_set_vram,func,menu,
$2D:B940,Oracle_Menu_SubmenuReturn,func,menu,
$2D:C1EE,Oracle_OverworldLocationNames,func,overworld,
$2D:D16E,Oracle_DungeonLocationNames,func,dungeon,
